Cruise,Station,Gear,FishNum,Family,Taxon,Idconfirm,GeneticID,FF,DatePro,PhotoNum,SL,FL,TL,Wt,TGW,EGW,GutMB,GutV.ID,SIA,FishBarcoding,Prey_Num,Prey_Taxon,Obs_Length,Mag,Actual_Length,TotalNumPrey,TotalPrey_gut,Date_MorphID,SwimBladder,Gonads,Gonwt,Sex,Gonadpreservative,Head,Comments,Comments_PostDissection,Gut_comments,Prey_Comments
HB1907,3,MWT11,113,Gonostomatidae,Sigmops elongatus,Yes - visually PEC,NA,Y,10/23/2019,7679,229,NA,NA,53.315,2.2751,NA,N,Y,Y,Y,1,Hyperiidea,NA,NA,NA,NA,1,7/8/2020,No,Y,2.0339,M,F-W-E,Y,NA,9 parasite worm cysts and 1 free wprm in /on gut. might be worth looking at other sigmops to check infestation rate,gut black,very large hyperiid but too digested to measure.
HB1907,2,MWT3,117,Nemichthyidae,Nemichthys scolopaceus,Yes - visually PEC,NA,Y,11/11/2019,7684-88,NA,NA,800,13.7201,NA,NA,N,Y,Y,Y,NA,Acanthephyra,NA,NA,NA,1,1,7/8/2020,No,Y,NA,F,E,Y,Acanthephyra shrimp intact in stomach (photos).,"small female gonads in vial with gut, removed into separate vial for LL- SG",gut white,gut ID by PEC?
HB1907,2,MWT3,117,Nemichthyidae,Nemichthys scolopaceus,Yes - visually PEC,NA,Y,11/11/2019,7684-88,NA,NA,800,13.7201,NA,NA,N,Y,Y,Y,1,Acanthephyra,26.8,0.8,33.5,NA,1,7/8/2020,No,Y,NA,F,E,Y,Acanthephyra shrimp intact in stomach (photos).,"small female gonads in vial with gut, removed into separate vial for LL- SG",gut white,gut ID by PEC?
HB1907,2,MWT3,119,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7690,NA,NA,124,23.529,0.4764,NA,N,Y,Y,Y,NA,Hyperiidea,NA,NA,NA,2,2,7/6/2020,NA,Y,0.6573,F,F-W-E,Y,NA,NA,"gut black, eggs from gonad(?) in vial with gut, clearly outside gut.",NA
HB1907,2,MWT3,119,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7690,NA,NA,124,23.529,0.4764,NA,N,Y,Y,Y,1,Hyperiidea,3.5,0.8,4.38,NA,2,7/6/2020,NA,Y,0.6573,F,F-W-E,Y,NA,NA,"gut black, eggs from gonad(?) in vial with gut, clearly outside gut.",NA
HB1907,2,MWT3,119,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7690,NA,NA,124,23.529,0.4764,NA,N,Y,Y,Y,2,Hyperiidea,NA,NA,NA,NA,2,7/6/2020,NA,Y,0.6573,F,F-W-E,Y,NA,NA,"gut black, eggs from gonad(?) in vial with gut, clearly outside gut.",NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,NA,Pteropoda,NA,NA,NA,2,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,1,Pteropoda,2.2,0.8,2.75,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,NA,DigCopepod,NA,NA,NA,5,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,2,DigCopepod,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,NA,Calanus,NA,NA,NA,2,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,3,Calanus,2.6,0.8,3.25,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,3,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,4,Appendicularian,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,5,Pteropoda,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,6,Appendicularian,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,7,Appendicularian,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,NA,Ostracod,NA,NA,NA,1,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,8,Ostracod,2.4,0.8,3,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,9,DigCopepod,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,10,DigCopepod,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,11,DigCopepod,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,12,DigCopepod,NA,NA,NA,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,123,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7696,98,NA,120,23.321,0.7811,NA,N,Y,Y,Y,13,Calanus,2.2,0.8,2.75,NA,13,7/6/2020,No,Y,0.2499,F,F-W-E,Y,NA,"gonads in gut vial, seperated for Lyndsey",gut white and faintly speckeld,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,Appendicularian,NA,NA,NA,2,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,1,Appendicularian,1.4,0.8,1.75,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,Calanoid,NA,NA,NA,2,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,2,Calanoid,1.9,0.8,2.375,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,DigCopepod,NA,NA,NA,1,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,3,DigCopepod,NA,NA,NA,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,4,Calanoid,1.6,0.8,2,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,UnknownSoft,NA,NA,NA,1,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,5,UnknownSoft,NA,NA,NA,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,6,Appendicularian,NA,NA,NA,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,Calanus,NA,NA,NA,4,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,7,Calanus,2.1,0.8,2.625,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,8,Calanus,1.9,0.8,2.375,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,9,Calanus,2.2,0.8,2.75,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,10,Calanus,2.2,0.8,2.75,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,NA,Pteropoda,NA,NA,NA,1,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,124,Melamphaidae,Scopelogadus beanii,Yes - visually PEC,NA,Y,11/11/2019,7697,120,NA,155,42.224,1.102,NA,N,Y,Y,Y,11,Pteropoda,5.4,0.8,6.75,NA,11,7/9/2020,No,Y,0.7625,F,F-W-E,Y,Nice large gonads.,"material included in vial that was not gut, not hollow. 3 green hard pieces outside by around gut, color and texture of seaglass; internal label added.",gut speckled,NA
HB1907,2,MWT3,125,Melamphaidae,Bathylagus euryops,Yes - DNA,Bathylagus euryops,Y,11/11/2019,7698-99,110,NA,NA,21.553,0.8609,NA,N,Y,Y,Y,NA,Salp,NA,NA,NA,1,1,7/9/2020,No,Y,0.1265,M,F-W-E,Y,NA,"found material that looked like female gonad, saved for LL, listed as Male, some spp of bathylagidae hermaphoriditic. ?","gut black, in serveral pieces, recureved ""teeth"" on inside of gut added internal label",NA
HB1907,2,MWT3,125,Melamphaidae,Bathylagus euryops,Yes - DNA,Bathylagus euryops,Y,11/11/2019,7698-99,110,NA,NA,21.553,0.8609,NA,N,Y,Y,Y,1,Salp,3.2,0.8,4,NA,1,7/9/2020,No,Y,0.1265,M,F-W-E,Y,NA,"found material that looked like female gonad, saved for LL, listed as Male, some spp of bathylagidae hermaphoriditic. ?","gut black, in serveral pieces, recureved ""teeth"" on inside of gut added internal label",single salp in v good condition
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,6,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,1,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,2,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,3,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,4,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,5,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,6,Candacia,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,NA,Ostracod,NA,NA,NA,1,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,7,Ostracod,4.5,1.25,3.47,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?","just the shell, separated for later +ID"
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,NA,DigCopepod,NA,NA,NA,3,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,8,DigCopepod,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,9,DigCopepod,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,130,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7704-06,52,NA,63,2.955,0.1934,NA,N,Y,Y,Y,10,DigCopepod,NA,NA,NA,NA,10,7/13/2020,IA (photo),N,NA,?,NA,Y,"Didn't keep body, used most of the tissue for SIA.",NA,"gut black, a lot of prey in the intestine, maybe otolith in the gut? usually not a piscoverous fish?",NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,NA,Calanoid,NA,NA,NA,7,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,1,Calanoid,2.1,0.8,2.63,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,2,Calanoid,2.1,0.8,2.63,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,3,Calanoid,NA,NA,NA,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,NA,Candacia,NA,NA,NA,1,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,4,Candacia,2.2,0.8,2.75,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,5,Calanoid,2.4,0.8,3,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,6,Calanoid,1.9,0.8,2.38,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,7,Calanoid,2.1,0.8,2.63,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,8,Calanoid,2.1,0.8,2.63,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,NA,Calanus,NA,NA,NA,1,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,9,Calanus,2,0.8,2.5,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,NA,DigCopepod,NA,NA,NA,3,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,10,DigCopepod,NA,NA,NA,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,11,DigCopepod,NA,NA,NA,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,134,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7712-14,44,NA,NA,1.6216,0.1359,NA,N,Y,Y,N,12,DigCopepod,NA,NA,NA,NA,12,7/13/2020,IA,N,NA,?,NA,Y,NA,NA,gut black,NA
HB1907,3,MWT9,135,Myctophidae,Hygophum hygomii,Yes - visually PEC,NA,Y,11/19/2019,7715-16,51,NA,NA,2.4451,0.164,NA,N,Y,Y,Y,NA,Candacia,NA,NA,NA,5,7,7/6/2020,IA,N,NA,NA,NA,Y,NA,gonad in vial for Lyndsey,"gut black, very digested copepods",NA
